DIGA,PT GARAM,12/12/2020,161470455,146470455
DIGA,PT GARAM,12/13/2020,45004666,30004666
DIGA,PT GARAM,12/14/2020,200585734,185585734
DIGA,PT GARAM,12/15/2020,192247995,177247995
DIGA,PT GARAM,12/16/2020,167951344,152951344
DIGA,PT GARAM,12/17/2020,130053686,115053686
DIGA,PT GARAM,12/18/2020,52182910,37182910
DIGA,PT GARAM,12/19/2020,93630947,78630947
DIGA,PT GARAM,12/20/2020,62273195,47273195
DIGA,PT GARAM,12/21/2020,81603161,66603161
DIGA,PT GARAM,12/22/2020,94849059,79849059
DIGA,PT GARAM,12/23/2020,69269482,54269482
DIGA,PT GARAM,12/24/2020,41907465,26907465
DIGA,PT GARAM,12/25/2020,195957144,180957144
DIGA,PT GARAM,12/26/2020,24409159,9409159
DIGA,PT GARAM,12/27/2020,228576509,213576509
DIGA,PT GARAM,12/28/2020,38730046,23730046
DIGA,PT GARAM,12/29/2020,158529535,143529535
DIGA,PT GARAM,12/30/2020,71503324,56503324
DIGA,PT GARAM,12/31/2020,247200741,232200741
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/1/2020,207918558,192918558
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/2/2020,180865512,165865512
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/3/2020,233677694,218677694
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/4/2020,217595071,202595071
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/5/2020,20715770,5715770
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/6/2020,223001657,208001657
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/7/2020,145187000,130187000
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/8/2020,26571524,11571524
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/9/2020,101195450,86195450
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/10/2020,188772417,173772417
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/11/2020,172542612,157542612
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/12/2020,244695179,229695179
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/13/2020,42032228,27032228
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/14/2020,70156881,55156881
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/15/2020,38826806,23826806
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/16/2020,239500103,224500103
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/17/2020,173906870,158906870
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/18/2020,55051307,40051307
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/19/2020,136455521,121455521
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/20/2020,240593450,225593450
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/21/2020,90815289,75815289
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/22/2020,110111062,95111062
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/23/2020,20195250,5195250
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/24/2020,136911799,121911799
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/25/2020,100803947,85803947
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/26/2020,35298508,20298508
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/27/2020,62662095,47662095
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/28/2020,76544649,61544649
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/29/2020,224925323,209925323
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,9/30/2020,54336850,39336850
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/1/2020,23294287,8294287
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/2/2020,182442892,167442892
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/3/2020,179153802,164153802
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/4/2020,26822228,11822228
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/5/2020,137231786,122231786
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/6/2020,76477320,61477320
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/7/2020,61769812,46769812
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/8/2020,57193191,42193191
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/9/2020,105226971,90226971
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/10/2020,119446896,104446896
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/11/2020,133275991,118275991
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/12/2020,112879385,97879385
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/13/2020,88051242,73051242
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/14/2020,125071499,110071499
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/15/2020,192469629,177469629
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/16/2020,114643017,99643017
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/17/2020,207348735,192348735
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/18/2020,187747662,172747662
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/19/2020,175343984,160343984
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/20/2020,77143464,62143464
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/21/2020,107284131,92284131
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/22/2020,209005564,194005564
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/23/2020,127213937,112213937
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/24/2020,166790276,151790276
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/25/2020,234534461,219534461
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/26/2020,184183856,169183856
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/27/2020,113971599,98971599
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/28/2020,21171015,6171015
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/29/2020,139831347,124831347
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/30/2020,170210015,155210015
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,10/31/2020,89757923,74757923
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/1/2020,129849626,114849626
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/2/2020,113909156,98909156
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/3/2020,90652247,75652247
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/4/2020,57051919,42051919
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/5/2020,159464665,144464665
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/6/2020,131848722,116848722
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/7/2020,238763839,223763839
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/8/2020,159736255,144736255
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/9/2020,240039871,225039871
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/10/2020,200675898,185675898
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/11/2020,85566409,70566409
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/12/2020,58077285,43077285
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/13/2020,170372099,155372099
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/14/2020,213453897,198453897
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/15/2020,233889396,218889396
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/16/2020,117001245,102001245
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/17/2020,164921946,149921946
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/18/2020,95337107,80337107
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/19/2020,117937295,102937295
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/20/2020,151352191,136352191
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/21/2020,77501489,62501489
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/22/2020,39490143,24490143
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/23/2020,89481150,74481150
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/24/2020,123947087,108947087
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/25/2020,224109705,209109705
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/26/2020,71051675,56051675
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/27/2020,27444916,12444916
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/28/2020,115132713,100132713
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/29/2020,108504391,93504391
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,11/30/2020,104993756,89993756
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/1/2020,234080030,219080030
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/2/2020,70787663,55787663
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/3/2020,81801304,66801304
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/4/2020,222057774,207057774
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/5/2020,93207842,78207842
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/6/2020,198318581,183318581
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/7/2020,126919884,111919884
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/8/2020,35531117,20531117
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/9/2020,105467752,90467752
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/10/2020,189270224,174270224
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/11/2020,128954897,113954897
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/12/2020,244199931,229199931
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/13/2020,36326512,21326512
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/14/2020,151809946,136809946
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/15/2020,228267853,213267853
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/16/2020,30980010,15980010
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/17/2020,221214434,206214434
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/18/2020,25383084,10383084
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/19/2020,209572857,194572857
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/20/2020,187485869,172485869
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/21/2020,190508398,175508398
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/22/2020,244182587,229182587
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/23/2020,142811087,127811087
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/24/2020,212885960,197885960
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/25/2020,46317021,31317021
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/26/2020,180075043,165075043
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/27/2020,198576960,183576960
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/28/2020,149881247,134881247
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/29/2020,126270894,111270894
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/30/2020,212375165,197375165
DIGA,PT.PETROKIMIA GRESIK  SHIP LOADER,12/31/2020,184891335,169891335
DIGA,LOTT,9/1/2020,27411314,12411314
DIGA,LOTT,9/2/2020,167152809,152152809
DIGA,LOTT,9/3/2020,229827444,214827444
DIGA,LOTT,9/4/2020,126932118,111932118
DIGA,LOTT,9/5/2020,25531683,10531683
DIGA,LOTT,9/6/2020,87600866,72600866
DIGA,LOTT,9/7/2020,228609909,213609909
DIGA,LOTT,9/8/2020,94849842,79849842
DIGA,LOTT,9/9/2020,203052929,188052929
DIGA,LOTT,9/10/2020,35960149,20960149
DIGA,LOTT,9/11/2020,240838932,225838932
DIGA,LOTT,9/12/2020,53049670,38049670
DIGA,LOTT,9/13/2020,169070515,154070515
DIGA,LOTT,9/14/2020,163696834,148696834
DIGA,LOTT,9/15/2020,41957294,26957294
DIGA,LOTT,9/16/2020,134178421,119178421
DIGA,LOTT,9/17/2020,94195141,79195141
DIGA,LOTT,9/18/2020,165247088,150247088
DIGA,LOTT,9/19/2020,241165777,226165777
DIGA,LOTT,9/20/2020,188946370,173946370
DIGA,LOTT,9/21/2020,248930444,233930444
DIGA,LOTT,9/22/2020,168618948,153618948
DIGA,LOTT,9/23/2020,145335826,130335826
DIGA,LOTT,9/24/2020,139393230,124393230
DIGA,LOTT,9/25/2020,177125068,162125068
DIGA,LOTT,9/26/2020,154414119,139414119
DIGA,LOTT,9/27/2020,127346428,112346428
DIGA,LOTT,9/28/2020,143675565,128675565
DIGA,LOTT,9/29/2020,92070225,77070225
DIGA,LOTT,9/30/2020,95621188,80621188
DIGA,LOTT,10/1/2020,20893125,5893125
DIGA,LOTT,10/2/2020,97129458,82129458
DIGA,LOTT,10/3/2020,91923542,76923542
DIGA,LOTT,10/4/2020,78088273,63088273
DIGA,LOTT,10/5/2020,37057055,22057055
DIGA,LOTT,10/6/2020,201025340,186025340
DIGA,LOTT,10/7/2020,60934111,45934111
DIGA,LOTT,10/8/2020,221712849,206712849
DIGA,LOTT,10/9/2020,56930542,41930542
DIGA,LOTT,10/10/2020,229870569,214870569
DIGA,LOTT,10/11/2020,158938831,143938831
DIGA,LOTT,10/12/2020,187262985,172262985
DIGA,LOTT,10/13/2020,235802813,220802813
DIGA,LOTT,10/14/2020,84563371,69563371
DIGA,LOTT,10/15/2020,76289139,61289139
DIGA,LOTT,10/16/2020,109901246,94901246
DIGA,LOTT,10/17/2020,247198240,232198240
DIGA,LOTT,10/18/2020,157572650,142572650
DIGA,LOTT,10/19/2020,185514296,170514296
DIGA,LOTT,10/20/2020,235791646,220791646
DIGA,LOTT,10/21/2020,46165601,31165601
DIGA,LOTT,10/22/2020,57689361,42689361
DIGA,LOTT,10/23/2020,208387359,193387359
DIGA,LOTT,10/24/2020,45630543,30630543
DIGA,LOTT,10/25/2020,195686532,180686532
DIGA,LOTT,10/26/2020,69367862,54367862
DIGA,LOTT,10/27/2020,71029721,56029721
DIGA,LOTT,10/28/2020,157935613,142935613
DIGA,LOTT,10/29/2020,87890500,72890500
DIGA,LOTT,10/30/2020,20267436,5267436
DIGA,LOTT,10/31/2020,44138171,29138171
DIGA,LOTT,11/1/2020,36649503,21649503
DIGA,LOTT,11/2/2020,238938770,223938770
DIGA,LOTT,11/3/2020,179867903,164867903
DIGA,LOTT,11/4/2020,104281119,89281119
DIGA,LOTT,11/5/2020,54416914,39416914
DIGA,LOTT,11/6/2020,209739120,194739120
DIGA,LOTT,11/7/2020,129744169,114744169
DIGA,LOTT,11/8/2020,88228796,73228796
DIGA,LOTT,11/9/2020,56567253,41567253
DIGA,LOTT,11/10/2020,166055133,151055133
DIGA,LOTT,11/11/2020,166234018,151234018
DIGA,LOTT,11/12/2020,75410499,60410499
DIGA,LOTT,11/13/2020,230335101,215335101
DIGA,LOTT,11/14/2020,45596214,30596214
DIGA,LOTT,11/15/2020,178515765,163515765
DIGA,LOTT,11/16/2020,229290204,214290204
DIGA,LOTT,11/17/2020,20899937,5899937
DIGA,LOTT,11/18/2020,42108666,27108666
DIGA,LOTT,11/19/2020,202860083,187860083
DIGA,LOTT,11/20/2020,245371209,230371209
DIGA,LOTT,11/21/2020,158329045,143329045
DIGA,LOTT,11/22/2020,189678789,174678789
DIGA,LOTT,11/23/2020,182073863,167073863
DIGA,LOTT,11/24/2020,146634571,131634571
DIGA,LOTT,11/25/2020,246294033,231294033
DIGA,LOTT,11/26/2020,92678219,77678219
DIGA,LOTT,11/27/2020,77523864,62523864
DIGA,LOTT,11/28/2020,132934536,117934536
DIGA,LOTT,11/29/2020,204762865,189762865
DIGA,LOTT,11/30/2020,203163411,188163411
DIGA,LOTT,12/1/2020,49813213,34813213
DIGA,LOTT,12/2/2020,20962043,5962043
DIGA,LOTT,12/3/2020,38317935,23317935
DIGA,LOTT,12/4/2020,247239278,232239278
DIGA,LOTT,12/5/2020,154253176,139253176
DIGA,LOTT,12/6/2020,57601924,42601924
DIGA,LOTT,12/7/2020,216986518,201986518
DIGA,LOTT,12/8/2020,75453388,60453388
DIGA,LOTT,12/9/2020,178908767,163908767
DIGA,LOTT,12/10/2020,236126862,221126862
DIGA,LOTT,12/11/2020,139773303,124773303
DIGA,LOTT,12/12/2020,242405278,227405278
DIGA,LOTT,12/13/2020,53207693,38207693
DIGA,LOTT,12/14/2020,40212836,25212836
DIGA,LOTT,12/15/2020,146726587,131726587
DIGA,LOTT,12/16/2020,136625241,121625241
DIGA,LOTT,12/17/2020,80677490,65677490
DIGA,LOTT,12/18/2020,132114847,117114847
DIGA,LOTT,12/19/2020,22910216,7910216
DIGA,LOTT,12/20/2020,34112548,19112548
DIGA,LOTT,12/21/2020,218836840,203836840
DIGA,LOTT,12/22/2020,179574343,164574343
DIGA,LOTT,12/23/2020,44150034,29150034
DIGA,LOTT,12/24/2020,138642381,123642381
DIGA,LOTT,12/25/2020,176887622,161887622
DIGA,LOTT,12/26/2020,128010132,113010132
DIGA,LOTT,12/27/2020,20647296,5647296
DIGA,LOTT,12/28/2020,26090162,11090162
DIGA,LOTT,12/29/2020,249743019,234743019
DIGA,LOTT,12/30/2020,24946100,9946100
DIGA,LOTT,12/31/2020,46933786,31933786
DIGA,JTB REKIND ACHE,9/1/2020,128454192,113454192
DIGA,JTB REKIND ACHE,9/2/2020,206189604,191189604
DIGA,JTB REKIND ACHE,9/3/2020,64844552,49844552
DIGA,JTB REKIND ACHE,9/4/2020,110448124,95448124
DIGA,JTB REKIND ACHE,9/5/2020,68531129,53531129
DIGA,JTB REKIND ACHE,9/6/2020,85529026,70529026
DIGA,JTB REKIND ACHE,9/7/2020,237818078,222818078
DIGA,JTB REKIND ACHE,9/8/2020,163452188,148452188
DIGA,JTB REKIND ACHE,9/9/2020,92091846,77091846
DIGA,JTB REKIND ACHE,9/10/2020,127076167,112076167
DIGA,JTB REKIND ACHE,9/11/2020,138546619,123546619
DIGA,JTB REKIND ACHE,9/12/2020,217148556,202148556
DIGA,JTB REKIND ACHE,9/13/2020,193234131,178234131
DIGA,JTB REKIND ACHE,9/14/2020,103651451,88651451
DIGA,JTB REKIND ACHE,9/15/2020,242399922,227399922
DIGA,JTB REKIND ACHE,9/16/2020,74372041,59372041
DIGA,JTB REKIND ACHE,9/17/2020,128375141,113375141
DIGA,JTB REKIND ACHE,9/18/2020,151933318,136933318
DIGA,JTB REKIND ACHE,9/19/2020,123850643,108850643
DIGA,JTB REKIND ACHE,9/20/2020,124847254,109847254
DIGA,JTB REKIND ACHE,9/21/2020,237241611,222241611
DIGA,JTB REKIND ACHE,9/22/2020,148214850,133214850
DIGA,JTB REKIND ACHE,9/23/2020,236424410,221424410
DIGA,JTB REKIND ACHE,9/24/2020,95235347,80235347
DIGA,JTB REKIND ACHE,9/25/2020,136920127,121920127
DIGA,JTB REKIND ACHE,9/26/2020,197556147,182556147
DIGA,JTB REKIND ACHE,9/27/2020,67752053,52752053
DIGA,JTB REKIND ACHE,9/28/2020,106498470,91498470
DIGA,JTB REKIND ACHE,9/29/2020,94113270,79113270
DIGA,JTB REKIND ACHE,9/30/2020,121769684,106769684
DIGA,JTB REKIND ACHE,10/1/2020,170908224,155908224
DIGA,JTB REKIND ACHE,10/2/2020,101061921,86061921
DIGA,JTB REKIND ACHE,10/3/2020,244863693,229863693
DIGA,JTB REKIND ACHE,10/4/2020,45417099,30417099
DIGA,JTB REKIND ACHE,10/5/2020,184480743,169480743
DIGA,JTB REKIND ACHE,10/6/2020,222678983,207678983
DIGA,JTB REKIND ACHE,10/7/2020,93878564,78878564
DIGA,JTB REKIND ACHE,10/8/2020,229025281,214025281
DIGA,JTB REKIND ACHE,10/9/2020,27275405,12275405
DIGA,JTB REKIND ACHE,10/10/2020,108261463,93261463
DIGA,JTB REKIND ACHE,10/11/2020,165689345,150689345
DIGA,JTB REKIND ACHE,10/12/2020,120348340,105348340
DIGA,JTB REKIND ACHE,10/13/2020,81742568,66742568
DIGA,JTB REKIND ACHE,10/14/2020,209784729,194784729
DIGA,JTB REKIND ACHE,10/15/2020,225865730,210865730
DIGA,JTB REKIND ACHE,10/16/2020,81550852,66550852
DIGA,JTB REKIND ACHE,10/17/2020,204676688,189676688
DIGA,JTB REKIND ACHE,10/18/2020,29077498,14077498
DIGA,JTB REKIND ACHE,10/19/2020,245512087,230512087
DIGA,JTB REKIND ACHE,10/20/2020,39573949,24573949
DIGA,JTB REKIND ACHE,10/21/2020,173269780,158269780
DIGA,JTB REKIND ACHE,10/22/2020,43927425,28927425
DIGA,JTB REKIND ACHE,10/23/2020,123575296,108575296
DIGA,JTB REKIND ACHE,10/24/2020,165785241,150785241
DIGA,JTB REKIND ACHE,10/25/2020,149155338,134155338
DIGA,JTB REKIND ACHE,10/26/2020,160570421,145570421
DIGA,JTB REKIND ACHE,10/27/2020,20665464,5665464
DIGA,JTB REKIND ACHE,10/28/2020,26062530,11062530
DIGA,JTB REKIND ACHE,10/29/2020,64484729,49484729
DIGA,JTB REKIND ACHE,10/30/2020,107000212,92000212
DIGA,JTB REKIND ACHE,10/31/2020,116699787,101699787
DIGA,JTB REKIND ACHE,11/1/2020,177163923,162163923
DIGA,JTB REKIND ACHE,11/2/2020,234559617,219559617
